"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"EVIEHO00","Males at birth","EVIDUREV","Years","SVK","Slovak Republic","2016","2016",73.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","SVK","Slovak Republic","2017","2017",73.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","SVK","Slovak Republic","2018","2018",73.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","SVK","Slovak Republic","2019","2019",74.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","SVK","Slovak Republic","2020","2020",73.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","SVK","Slovak Republic","2021","2021",71.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","SVK","Slovak Republic","2022","2022",73.7,"P","Provisional value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","SVK","Slovak Republic","2010","2010",75.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SVK","Slovak Republic","2011","2011",76.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SVK","Slovak Republic","2012","2012",76.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SVK","Slovak Republic","2013","2013",76.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SVK","Slovak Republic","2014","2014",77,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SVK","Slovak Republic","2015","2015",76.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SVK","Slovak Republic","2016","2016",77.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SVK","Slovak Republic","2017","2017",77.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SVK","Slovak Republic","2018","2018",77.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SVK","Slovak Republic","2019","2019",77.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SVK","Slovak Republic","2020","2020",77,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SVK","Slovak Republic","2021","2021",74.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SVK","Slovak Republic","2022","2022",77.2,"P","Provisional value"
"EVIEFE00","Females at birth","EVIDUREV","Years","ESP","Spain","2010","2010",85.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","ESP","Spain","2011","2011",85.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","ESP","Spain","2012","2012",85.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","ESP","Spain","2013","2013",86.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","ESP","Spain","2014","2014",86.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","ESP","Spain","2015","2015",85.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","ESP","Spain","2016","2016",86.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","ESP","Spain","2017","2017",86.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","ESP","Spain","2018","2018",86.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","ESP","Spain","2019","2019",86.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","ESP","Spain","2020","2020",85.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","ESP","Spain","2021","2021",86.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","ESP","Spain","2022","2022",85.9,"P","Provisional value"
"EVIEHO00","Males at birth","EVIDUREV","Years","ESP","Spain","2010","2010",79.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ESP","Spain","2011","2011",79.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ESP","Spain","2012","2012",79.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ESP","Spain","2013","2013",80.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ESP","Spain","2014","2014",80.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ESP","Spain","2015","2015",80.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ESP","Spain","2016","2016",80.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ESP","Spain","2017","2017",80.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ESP","Spain","2018","2018",80.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ESP","Spain","2019","2019",81.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ESP","Spain","2020","2020",79.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ESP","Spain","2021","2021",80.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ESP","Spain","2022","2022",80.4,"P","Provisional value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","ESP","Spain","2010","2010",82.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ESP","Spain","2011","2011",82.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ESP","Spain","2012","2012",82.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ESP","Spain","2013","2013",83.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ESP","Spain","2014","2014",83.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ESP","Spain","2015","2015",83,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ESP","Spain","2016","2016",83.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ESP","Spain","2017","2017",83.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ESP","Spain","2018","2018",83.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ESP","Spain","2019","2019",84,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ESP","Spain","2020","2020",82.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ESP","Spain","2021","2021",83.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ESP","Spain","2022","2022",83.2,"P","Provisional value"
"EVIEFE00","Females at birth","EVIDUREV","Years","SWE","Sweden","2010","2010",83.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","SWE","Sweden","2011","2011",83.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","SWE","Sweden","2012","2012",83.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","SWE","Sweden","2013","2013",83.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","SWE","Sweden","2014","2014",84.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","SWE","Sweden","2015","2015",84.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","SWE","Sweden","2016","2016",84.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","SWE","Sweden","2017","2017",84.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","SWE","Sweden","2018","2018",84.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","SWE","Sweden","2019","2019",84.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","SWE","Sweden","2020","2020",84.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","SWE","Sweden","2021","2021",84.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","SWE","Sweden","2022","2022",84.8,"P","Provisional value"
"EVIEHO00","Males at birth","EVIDUREV","Years","SWE","Sweden","2010","2010",79.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","SWE","Sweden","2011","2011",79.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","SWE","Sweden","2012","2012",79.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","SWE","Sweden","2013","2013",80.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","SWE","Sweden","2014","2014",80.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","SWE","Sweden","2015","2015",80.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","SWE","Sweden","2016","2016",80.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","SWE","Sweden","2017","2017",80.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","SWE","Sweden","2018","2018",80.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","SWE","Sweden","2019","2019",81.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","SWE","Sweden","2020","2020",80.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","SWE","Sweden","2021","2021",81.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","SWE","Sweden","2022","2022",81.5,"P","Provisional value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","SWE","Sweden","2010","2010",81.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SWE","Sweden","2011","2011",81.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SWE","Sweden","2012","2012",81.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SWE","Sweden","2013","2013",82,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SWE","Sweden","2014","2014",82.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SWE","Sweden","2015","2015",82.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SWE","Sweden","2016","2016",82.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SWE","Sweden","2017","2017",82.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SWE","Sweden","2018","2018",82.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SWE","Sweden","2019","2019",83.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SWE","Sweden","2020","2020",82.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SWE","Sweden","2021","2021",83.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","SWE","Sweden","2022","2022",83.1,"P","Provisional value"
"EVIEFE00","Females at birth","EVIDUREV","Years","CHE","Switzerland","2010","2010",84.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","CHE","Switzerland","2011","2011",85,"B","Break"
"EVIEFE00","Females at birth","EVIDUREV","Years","CHE","Switzerland","2012","2012",84.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","CHE","Switzerland","2013","2013",85,,
"EVIEFE00","Females at birth","EVIDUREV","Years","CHE","Switzerland","2014","2014",85.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","CHE","Switzerland","2015","2015",85.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","CHE","Switzerland","2016","2016",85.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","CHE","Switzerland","2017","2017",85.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","CHE","Switzerland","2018","2018",85.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","CHE","Switzerland","2019","2019",85.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","CHE","Switzerland","2020","2020",85.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","CHE","Switzerland","2021","2021",85.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","CHE","Switzerland","2022","2022",85.4,"P","Provisional value"
"EVIEHO00","Males at birth","EVIDUREV","Years","CHE","Switzerland","2010","2010",80.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","CHE","Switzerland","2011","2011",80.5,"B","Break"
"EVIEHO00","Males at birth","EVIDUREV","Years","CHE","Switzerland","2012","2012",80.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","CHE","Switzerland","2013","2013",80.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","CHE","Switzerland","2014","2014",81.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","CHE","Switzerland","2015","2015",80.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","CHE","Switzerland","2016","2016",81.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","CHE","Switzerland","2017","2017",81.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","CHE","Switzerland","2018","2018",81.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","CHE","Switzerland","2019","2019",82.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","CHE","Switzerland","2020","2020",81,,
"EVIEHO00","Males at birth","EVIDUREV","Years","CHE","Switzerland","2021","2021",81.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","CHE","Switzerland","2022","2022",81.6,"P","Provisional value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHE","Switzerland","2010","2010",82.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHE","Switzerland","2011","2011",82.8,"B","Break"
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHE","Switzerland","2012","2012",82.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHE","Switzerland","2013","2013",82.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHE","Switzerland","2014","2014",83.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHE","Switzerland","2015","2015",83,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHE","Switzerland","2016","2016",83.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHE","Switzerland","2017","2017",83.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHE","Switzerland","2018","2018",83.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHE","Switzerland","2019","2019",84,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHE","Switzerland","2020","2020",83.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHE","Switzerland","2021","2021",83.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHE","Switzerland","2022","2022",83.5,"P","Provisional value"
"EVIEFE00","Females at birth","EVIDUREV","Years","TUR","Türkiye","2010","2010",76.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","TUR","Türkiye","2011","2011",77.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","TUR","Türkiye","2012","2012",77.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","TUR","Türkiye","2013","2013",80.7,"B","Break"
"EVIEFE00","Females at birth","EVIDUREV","Years","TUR","Türkiye","2014","2014",80.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","TUR","Türkiye","2015","2015",80.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","TUR","Türkiye","2016","2016",80.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","TUR","Türkiye","2017","2017",80.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","TUR","Türkiye","2018","2018",81,,
"EVIEFE00","Females at birth","EVIDUREV","Years","TUR","Türkiye","2019","2019",81.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","TUR","Türkiye","2010","2010",71.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","TUR","Türkiye","2011","2011",72,,
"EVIEHO00","Males at birth","EVIDUREV","Years","TUR","Türkiye","2012","2012",72,,
"EVIEHO00","Males at birth","EVIDUREV","Years","TUR","Türkiye","2013","2013",75.3,"B","Break"
"EVIEHO00","Males at birth","EVIDUREV","Years","TUR","Türkiye","2014","2014",75.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","TUR","Türkiye","2015","2015",75.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","TUR","Türkiye","2016","2016",75.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","TUR","Türkiye","2017","2017",75.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","TUR","Türkiye","2018","2018",75.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","TUR","Türkiye","2019","2019",75.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","TUR","Türkiye","2010","2010",74.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","TUR","Türkiye","2011","2011",74.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","TUR","Türkiye","2012","2012",74.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","TUR","Türkiye","2013","2013",78,"B","Break"
"EVIETOTA","Total population at birth","EVIDUREV","Years","TUR","Türkiye","2014","2014",78,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","TUR","Türkiye","2015","2015",78,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","TUR","Türkiye","2016","2016",78,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","TUR","Türkiye","2017","2017",78.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","TUR","Türkiye","2018","2018",78.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","TUR","Türkiye","2019","2019",78.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GBR","United Kingdom","2010","2010",82.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GBR","United Kingdom","2011","2011",82.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GBR","United Kingdom","2012","2012",82.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GBR","United Kingdom","2013","2013",82.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GBR","United Kingdom","2014","2014",83,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GBR","United Kingdom","2015","2015",82.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GBR","United Kingdom","2016","2016",82.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GBR","United Kingdom","2017","2017",83,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GBR","United Kingdom","2018","2018",82.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GBR","United Kingdom","2019","2019",83.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","GBR","United Kingdom","2020","2020",82.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GBR","United Kingdom","2010","2010",78.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GBR","United Kingdom","2011","2011",78.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GBR","United Kingdom","2012","2012",79,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GBR","United Kingdom","2013","2013",79,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GBR","United Kingdom","2014","2014",79.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GBR","United Kingdom","2015","2015",79,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GBR","United Kingdom","2016","2016",79.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GBR","United Kingdom","2017","2017",79.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GBR","United Kingdom","2018","2018",79.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GBR","United Kingdom","2019","2019",79.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","GBR","United Kingdom","2020","2020",78.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","GBR","United Kingdom","2010","2010",80.4,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","GBR","United Kingdom","2011","2011",80.7,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","GBR","United Kingdom","2012","2012",80.8,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","GBR","United Kingdom","2013","2013",80.9,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","GBR","United Kingdom","2014","2014",81.1,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","GBR","United Kingdom","2015","2015",80.9,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","GBR","United Kingdom","2016","2016",81,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","GBR","United Kingdom","2017","2017",81.1,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","GBR","United Kingdom","2018","2018",81.1,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","GBR","United Kingdom","2019","2019",81.4,"E","Estimated value"
"EVIETOTA","Total population at birth","EVIDUREV","Years","GBR","United Kingdom","2020","2020",80.4,"E","Estimated value"
"EVIEFE00","Females at birth","EVIDUREV","Years","USA","United States","2010","2010",81,,
"EVIEFE00","Females at birth","EVIDUREV","Years","USA","United States","2011","2011",81.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","USA","United States","2012","2012",81.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","USA","United States","2013","2013",81.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","USA","United States","2014","2014",81.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","USA","United States","2015","2015",81.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","USA","United States","2016","2016",81.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","USA","United States","2017","2017",81.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","USA","United States","2018","2018",81.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","USA","United States","2019","2019",81.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","USA","United States","2020","2020",79.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","USA","United States","2021","2021",79.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","USA","United States","2010","2010",76.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","USA","United States","2011","2011",76.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","USA","United States","2012","2012",76.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","USA","United States","2013","2013",76.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","USA","United States","2014","2014",76.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","USA","United States","2015","2015",76.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","USA","United States","2016","2016",76.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","USA","United States","2017","2017",76.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","USA","United States","2018","2018",76.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","USA","United States","2019","2019",76.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","USA","United States","2020","2020",74.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","USA","United States","2021","2021",73.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","USA","United States","2010","2010",78.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","USA","United States","2011","2011",78.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","USA","United States","2012","2012",78.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","USA","United States","2013","2013",78.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","USA","United States","2014","2014",78.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","USA","United States","2015","2015",78.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","USA","United States","2016","2016",78.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","USA","United States","2017","2017",78.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","USA","United States","2018","2018",78.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","USA","United States","2019","2019",78.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","USA","United States","2020","2020",77,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","USA","United States","2021","2021",76.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","BRA","Brazil","2010","2010",76.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","BRA","Brazil","2011","2011",76.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","BRA","Brazil","2012","2012",76.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","BRA","Brazil","2013","2013",76.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","BRA","Brazil","2014","2014",77.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","BRA","Brazil","2015","2015",77.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","BRA","Brazil","2016","2016",77.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","BRA","Brazil","2017","2017",77.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","BRA","Brazil","2018","2018",78,,
"EVIEFE00","Females at birth","EVIDUREV","Years","BRA","Brazil","2019","2019",78.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","BRA","Brazil","2020","2020",78.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","BRA","Brazil","2021","2021",77.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","BRA","Brazil","2022","2022",76,,
"EVIEHO00","Males at birth","EVIDUREV","Years","BRA","Brazil","2010","2010",69.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","BRA","Brazil","2011","2011",69.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","BRA","Brazil","2012","2012",70.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","BRA","Brazil","2013","2013",70.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","BRA","Brazil","2014","2014",70.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","BRA","Brazil","2015","2015",71.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","BRA","Brazil","2016","2016",71.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","BRA","Brazil","2017","2017",71.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","BRA","Brazil","2018","2018",71.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","BRA","Brazil","2019","2019",72,,
"EVIEHO00","Males at birth","EVIDUREV","Years","BRA","Brazil","2020","2020",72.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","BRA","Brazil","2021","2021",70.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","BRA","Brazil","2022","2022",69.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","BRA","Brazil","2010","2010",72.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","BRA","Brazil","2011","2011",73.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","BRA","Brazil","2012","2012",73.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","BRA","Brazil","2013","2013",73.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","BRA","Brazil","2014","2014",73.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","BRA","Brazil","2015","2015",74.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","BRA","Brazil","2016","2016",74.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","BRA","Brazil","2017","2017",74.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","BRA","Brazil","2018","2018",74.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","BRA","Brazil","2019","2019",75.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","BRA","Brazil","2020","2020",75.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","BRA","Brazil","2021","2021",74,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","BRA","Brazil","2022","2022",72.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","CHL","Chile","2010","2010",81.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","CHL","Chile","2011","2011",81.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","CHL","Chile","2012","2012",82.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","CHL","Chile","2013","2013",82.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","CHL","Chile","2014","2014",82.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","CHL","Chile","2015","2015",82.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","CHL","Chile","2016","2016",82.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","CHL","Chile","2017","2017",83,,
"EVIEFE00","Females at birth","EVIDUREV","Years","CHL","Chile","2018","2018",83.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","CHL","Chile","2019","2019",83.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","CHL","Chile","2020","2020",83.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","CHL","Chile","2021","2021",83.8,"P","Provisional value"
"EVIEFE00","Females at birth","EVIDUREV","Years","CHL","Chile","2022","2022",84,"P","Provisional value"
"EVIEHO00","Males at birth","EVIDUREV","Years","CHL","Chile","2010","2010",75.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","CHL","Chile","2011","2011",76.1,,
